,summonerId,champion,champion level,champion points
2220,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,154,5,24670
2221,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,26,5,24283
2222,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,145,5,24252
2223,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,106,5,23986
2224,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,16,5,23920
2225,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,22,5,23799
2226,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,75,5,23784
2227,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,110,5,23750
2228,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,267,5,23599
2229,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,7,5,23590
2230,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,498,5,23536
2231,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,33,5,23511
2232,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,201,5,23367
2233,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,111,5,23336
2234,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,55,5,23194
2235,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,9,5,23136
2236,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,98,5,23002
2237,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,236,5,22965
2238,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,80,5,22930
2239,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,117,5,22846
2240,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,64,5,22837
2241,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,24,5,22600
2242,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,131,5,22522
2243,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,143,5,22504
2244,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,91,5,22356
2245,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,17,5,22333
2246,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,429,5,22299
2247,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,121,5,22299
2248,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,113,5,22195
2249,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,34,5,22188
2250,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,101,5,22174
2251,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,32,5,22033
2252,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,120,5,22023
2253,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,89,5,21884
2254,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,555,4,20496
2255,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,14,4,20493
2256,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,84,4,20227
2257,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,68,4,20184
2258,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,59,4,20084
2259,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,20,4,19643
2260,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,5,4,19052
2261,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,78,4,19042
2262,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,50,4,18940
2263,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,12,4,18747
2264,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,223,4,18575
2265,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,164,4,18478
2266,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,136,4,18125
2267,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,266,4,17895
2268,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,150,4,17289
2269,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,44,4,17236
2270,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,102,4,17186
2271,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,107,4,16999
2272,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,518,4,16553
2273,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,11,4,16436
2274,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,62,4,16397
2275,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,432,4,16214
2276,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,163,4,16088
2277,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,126,4,15991
2278,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,13,4,15726
2279,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,2,4,15489
2280,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,516,4,15395
2281,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,127,4,15314
2282,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,38,4,15215
2283,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,6,4,14895
2284,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,254,4,14637
2285,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,42,4,13901
2286,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,112,4,13804
2287,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,122,4,13780
2288,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,23,4,13077
2289,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,82,4,12886
2290,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,43,4,12729
2291,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,76,3,12568
2292,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,27,3,11838
2293,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,56,3,11455
2294,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,69,3,11161
2295,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,72,3,11014
2296,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,10,3,10814
2297,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,60,3,10677
2298,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,57,3,10048
2299,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,427,3,9972
2300,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,497,3,9636
2301,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,235,3,9451
2302,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,141,3,9261
2303,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,77,3,9199
2304,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,421,3,8668
2305,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,28,3,8665
2306,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,420,3,8160
2307,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,30,3,7857
2308,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,114,3,7800
2309,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,83,3,7742
2310,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,142,3,6966
2311,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,517,3,6565
2312,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,133,3,6557
2313,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,85,3,6227
2314,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,240,2,5897
2315,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,92,2,5555
2316,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,268,2,4947
2317,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,39,2,4656
2318,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,350,2,4530
2319,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,203,2,2765
2320,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,523,2,2594
2321,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,246,2,2325
2322,CD8u4zsY7cgsL8Jm3wkqLBTk6AHuaUNwmLTeZTun-jek7eY,875,1,416
2323,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,39,7,114690
2324,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,126,7,112300
2325,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,41,7,106443
2326,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,114,7,100721
2327,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,85,7,83784
2328,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,105,6,78261
2329,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,164,7,76943
2330,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,91,7,70143
2331,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,150,7,67477
2332,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,84,7,64504
2333,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,8,7,61881
2334,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,13,7,59479
2335,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,245,7,54187
2336,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,133,6,52969
2337,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,10,6,47418
2338,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,50,7,46335
2339,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,98,6,45873
2340,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,266,5,45535
2341,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,64,6,45091
2342,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,81,5,43337
2343,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,517,7,42614
2344,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,68,6,39063
2345,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,2,6,38517
2346,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,240,6,38414
2347,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,518,7,37298
2348,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,62,6,37151
2349,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,103,5,36216
2350,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,78,6,33357
2351,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,79,6,33224
2352,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,120,6,32965
2353,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,67,5,30099
2354,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,28,6,29129
2355,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,69,6,28897
2356,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,58,5,26032
2357,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,236,5,25620
2358,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,121,5,25349
2359,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,157,5,24241
2360,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,127,4,21507
2361,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,51,4,21169
2362,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,38,4,21085
2363,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,131,4,20351
2364,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,76,4,20000
2365,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,421,4,19694
2366,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,92,4,19340
2367,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,555,4,19180
2368,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,5,4,18322
2369,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,43,4,17926
2370,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,163,4,17863
2371,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,59,4,17550
2372,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,99,4,17503
2373,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,57,4,17327
2374,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,74,4,17181
2375,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,6,4,17175
2376,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,112,4,16703
2377,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,203,4,16355
2378,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,122,4,16110
2379,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,60,4,15934
2380,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,1,4,15867
2381,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,223,4,15496
2382,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,54,4,15124
2383,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,141,4,15033
2384,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,27,4,14989
2385,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,7,4,14940
2386,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,61,4,14934
2387,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,104,4,14431
2388,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,42,4,14191
2389,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,21,4,14009
2390,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,111,4,13816
2391,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,246,3,11906
2392,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,22,3,11188
2393,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,36,3,11145
2394,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,432,3,10049
2395,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,420,3,10004
2396,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,45,3,9754
2397,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,238,3,9600
2398,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,107,3,9464
2399,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,24,3,9407
2400,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,29,3,9235
2401,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,202,3,8824
2402,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,30,3,8716
2403,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,102,3,8581
2404,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,14,3,8437
2405,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,412,3,8053
2406,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,75,3,7697
2407,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,235,3,7679
2408,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,86,3,7676
2409,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,113,3,7574
2410,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,55,3,7496
2411,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,516,3,7491
2412,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,777,3,7325
2413,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,115,3,7280
2414,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,110,3,7269
2415,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,33,3,7253
2416,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,117,3,7190
2417,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,136,3,7090
2418,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,83,3,7086
2419,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,429,3,6777
2420,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,16,3,6714
2421,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,35,3,6699
2422,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,82,3,6632
2423,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,4,3,6503
2424,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,48,3,6177
2425,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,145,3,6172
2426,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,17,3,6031
2427,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,523,2,5158
2428,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,56,2,4924
2429,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,63,2,4875
2430,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,31,2,4811
2431,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,134,2,4754
2432,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,876,2,4615
2433,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,90,2,4505
2434,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,3,2,4398
2435,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,119,2,4388
2436,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,142,2,4120
2437,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,25,2,4098
2438,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,34,2,4024
2439,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,96,2,3920
2440,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,26,2,3905
2441,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,497,2,3857
2442,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,254,2,3782
2443,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,23,2,3782
2444,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,80,2,3773
2445,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,72,2,3772
2446,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,18,2,3536
2447,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,106,2,3513
2448,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,19,2,3303
2449,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,222,2,3276
2450,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,20,2,3055
2451,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,40,2,3008
2452,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,37,2,2837
2453,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,11,2,2818
2454,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,12,2,2738
2455,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,15,2,2685
2456,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,498,2,2646
2457,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,143,2,2600
2458,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,875,2,2596
2459,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,268,2,2473
2460,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,44,2,2365
2461,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,9,2,1835
2462,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,53,2,1825
2463,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,147,1,1571
2464,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,161,1,1553
2465,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,887,1,1494
2466,9fgIZsOKxnhjNF6DyBkySPu1ZvXwbuIbWinxInI85pPWrBQ,32,1,1250
